,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,ChgOffPrinGr,GrAppv,SBA_Appv,ChgOffHist,MIS_Status
650739,6528554002,COTTMAN TRANSMISSION,KILLEEN,TX,76542,BANCO POPULAR NORTH AMERICA,NY,811113,25-Jul-03,2003,108,2,2.0,2,4,20550,1,0,N,23-Apr-08,30-Sep-03,"$122,500.00 ",$0.00 ,"$109,525.00 ","$122,500.00 ","$104,125.00 ",True,CHGOFF
22165,1164444010,"CAZARES MARKET, INC.",CANUTILLO,TX,79835,SMALL BUS. LOAN SOURCE LLC,TX,0,24-Apr-97,1997,158,12,1.0,0,0,1,0,N,N,15-Dec-03,31-Aug-97,"$411,000.00 ",$0.00 ,"$86,636.00 ","$466,000.00 ","$349,500.00 ",False,CHGOFF
595910,5901944006,SOUND FOOD RESTAURANT,BAY CITY,WI,54723,HIAWATHA NATIONAL BANK,WI,722110,26-Nov-02,2003,61,16,2.0,0,0,1,1,0,Y,19-Dec-07,31-Dec-02,"$61,500.00 ",$0.00 ,"$38,375.00 ","$61,500.00 ","$52,275.00 ",False,CHGOFF
683653,7060544008,LYON'S CLEANER,LOS ANGELES,CA,90019,CALIFORNIA BANK & TRUST,CA,812310,23-Dec-03,2004,36,1,1.0,0,1,1,1,Y,N,24-Jan-08,31-Dec-03,"$10,000.00 ",$0.00 ,"$7,890.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
640579,6386014008,TCBY AND MRS FIELDS,WEST CHESTER,OH,45069,WELLS FARGO BANK NATL ASSOC,SD,722211,6-Jun-03,2003,84,2,2.0,8,2,81630,1,0,N,17-Jul-08,31-Jul-03,"$150,000.00 ",$0.00 ,"$134,067.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
561052,5519174010,IT'S GREEK TO ME,SYOSSET,NY,11791,BANCO POPULAR NORTH AMERICA,NY,722110,10-Jul-02,2002,35,4,1.0,8,4,1,1,Y,N,,31-Aug-02,"$20,000.00 ",$0.00 ,$0.00 ,"$20,000.00 ","$10,000.00 ",True,P I F
395168,3807863004,"JALAPENOS, INC.",REDMOND,WA,98052,BANNER BANK,WA,0,31-Jan-90,1990,78,3,2.0,0,0,1,0,N,N,6-Jun-94,30-Apr-90,"$65,000.00 ",$0.00 ,"$43,310.00 ","$65,000.00 ","$58,500.00 ",False,CHGOFF
8928,1061465009,Flagship Franchises of Minneso,SAVAGE,MN,55378,STEARNS BK NATL ASSOC,MN,624120,15-Sep-04,2004,28,10,2.0,0,0,1,2,T,N,,30-Sep-04,"$150,662.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$75,000.00 ",False,P I F
108060,1792645008,A1 Nails LLC,Bloomfield Hills,MI,48304,THE HUNTINGTON NATIONAL BANK,OH,812113,28-Apr-06,2006,38,6,1.0,0,0,0,1,T,N,,31-Aug-06,"$37,314.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",False,P I F
636625,6330473000,S & L BOLDRIDGE CONSTRUCTION,WICHITA,KS,67212,BANK OF AMERICA NATL ASSOC,NC,233210,11-Mar-94,1994,14,4,2.0,0,0,1,0,N,N,,30-Apr-94,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$90,000.00 ",False,P I F
279033,2936125010,Chom Ak Shepard aka Chom Ak Pa,Balch Springs,TX,75180,PACIFIC CITY BANK,CA,445310,1-Feb-08,2008,276,2,1.0,0,2,0,1,N,N,15-Jul-10,29-Feb-08,"$477,000.00 ",$0.00 ,"$76,479.00 ","$477,000.00 ","$357,750.00 ",False,CHGOFF
427442,4135333010,MOUNTAIN FOODS INTERNATIONAL,HOUSTON,TX,77003,COMERICA BANK,TX,0,14-Jun-90,1990,71,5,2.0,0,0,1,0,N,N,,31-Oct-90,"$350,000.00 ",$0.00 ,$0.00 ,"$350,000.00 ","$280,000.00 ",False,P I F
791710,8424933007,"PCS COMPUTER DISTRIBUTION, INC",CORAL GABLES,FL,33146,BRANCH BK. & TR CO,FL,443120,14-Jun-95,1995,36,6,1.0,0,0,1,0,N,N,8-May-06,31-Jul-95,"$250,000.00 ",$0.00 ,"$79,610.00 ","$250,000.00 ","$212,500.00 ",False,CHGOFF
223953,2583676000,"C & E GROUP, INC",WICHITA,KS,67218,"READYCAP LENDING, LLC",CA,532220,14-Dec-06,2007,174,40,1.0,0,0,1,1,N,N,9-Apr-12,31-Dec-06,"$2,000,000.00 ",$0.00 ,"$1,926,148.00 ","$2,000,000.00 ","$1,500,000.00 ",False,CHGOFF
618169,6144193006,"INSTANT POWER SYSTEMS, INC.",CARROLLTON,TX,75006,PROSPERITY BANK,TX,0,5-Jan-94,1994,68,11,1.0,0,0,1,0,N,N,,30-Apr-94,"$275,000.00 ",$0.00 ,$0.00 ,"$275,000.00 ","$233,750.00 ",False,P I F
180748,2287214005,FOREHAND INVESTMENTS INC,CAIRO,GA,31728,BUS. DEVEL CORP - GEORGIA I,GA,445310,27-Aug-98,1998,120,1,2.0,0,0,1,0,0,N,3-Mar-06,31-Oct-98,"$325,000.00 ",$0.00 ,"$166,960.00 ","$325,000.00 ","$243,750.00 ",False,CHGOFF
525368,5096264010,ASAHI JAPANESE RESTAURANT,TULSA,OK,74133,BANCFIRST,OK,722110,11-Dec-01,2002,63,5,2.0,0,0,1,1,N,N,,31-Jan-02,"$20,000.00 ",$0.00 ,$0.00 ,"$20,000.00 ","$17,000.00 ",False,P I F
782011,8287853010,"GALLUP & SHAPIRO, P.A.",FORT MYERS,FL,33901,FIFTH THIRD BANK,FL,541110,25-Apr-95,1995,41,4,2.0,0,0,1,0,N,Y,,31-Jul-95,"$45,000.00 ",$0.00 ,$0.00 ,"$45,000.00 ","$40,500.00 ",False,P I F
867273,9353413000,BURGER JIM'S RESTAURANT,ANCHORAGE,AK,99501,FIRST NATIONAL BANK ALASKA,AK,0,19-Jun-96,1996,50,5,1.0,0,0,1,0,N,Y,,30-Sep-96,"$50,000.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$40,000.00 ",False,P I F
264425,2849214008,BEECHMONT EQUIPMENT CO,CHILO,OH,45245,WELLS FARGO BANK NATL ASSOC,SD,0,23-Mar-99,1999,157,7,1.0,0,0,1,0,0,N,12-Apr-07,31-Mar-99,"$640,000.00 ",$0.00 ,"$251,174.00 ","$640,000.00 ","$480,000.00 ",False,CHGOFF
566211,5578924010,CARLBERG RADIATOR & AC SERVICE,RICHFIELD,MN,55423,U.S. BANK NATIONAL ASSOCIATION,OH,811118,1-Aug-02,2002,36,2,1.0,0,2,1,1,Y,N,15-Nov-06,30-Sep-02,"$54,177.00 ",$0.00 ,"$33,817.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
250819,2764253003,SUNMASTERS OF MESQUITE,MESQUITE,TX,75150,UNITED CENTRAL BANK,TX,0,12-Nov-86,1987,36,2,2.0,0,0,0,0,N,N,2-Jun-89,16-Dec-86,"$40,000.00 ",$0.00 ,"$26,268.00 ","$40,000.00 ","$36,000.00 ",False,CHGOFF
690834,7158494004,E U  CLOTHING INC,LOS ANGELES,CA,90001,WILSHIRE BANK,CA,315212,4-Feb-04,2004,75,34,1.0,0,34,1,1,0,N,,29-Feb-04,"$486,000.00 ",$0.00 ,$0.00 ,"$486,000.00 ","$364,500.00 ",False,P I F
319286,3203625004,"U.S.A. E WORLD, INC",HIALEAH,FL,33014,BANCO POPULAR NORTH AMERICA,NY,334310,2-Sep-08,2008,0,3,1.0,1,3,0,1,Y,N,4-Oct-10,30-Sep-08,"$208,818.00 ",$0.00 ,"$99,984.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
288511,2997996002,KEOKUK POOL AND SPA,KEOKUK,IA,52632,STATE CENTRAL BANK,IA,238990,24-Sep-07,2007,126,7,1.0,0,7,1,2,0,N,28-Mar-13,30-Nov-07,"$191,000.00 ",$0.00 ,"$103,718.00 ","$191,000.00 ","$143,250.00 ",False,CHGOFF
808332,8662171007,PORTRAIT ART INC,CLAY,NY,13041,FIRST NIAGARA BANK NATL ASSOC,NY,0,10-May-79,1979,64,12,2.0,0,0,0,0,N,N,10-Oct-89,3-Jul-79,"$85,000.00 ",$0.00 ,"$47,316.00 ","$85,000.00 ","$76,500.00 ",False,CHGOFF
248856,2752125005,Courtney KUFFELL,Marinette,WI,54143,BMO HARRIS BK NATL ASSOC,IL,624410,11-Oct-07,2008,135,0,1.0,0,1,0,1,N,N,31-Jul-14,31-Oct-07,"$64,400.00 ",$0.00 ,"$58,321.00 ","$64,400.00 ","$54,740.00 ",False,CHGOFF
324173,3240396002,NEZIH INC,HOUSTON,TX,77063,COMPASS BANK,AL,314110,30-Apr-08,2008,75,2,1.0,2,2,1,1,Y,N,31-Mar-09,31-May-08,"$35,548.00 ",$0.00 ,"$35,000.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
530268,5162764006,MEDICAL SPECIALIST SERVICES LL,PARSIPPANY,NJ,7444,SANTANDER BANK NATL ASSOC,DE,812990,17-Jan-02,2002,24,3,1.0,0,0,1,1,Y,N,10-Jun-08,28-Feb-02,"$350,000.00 ",$0.00 ,"$5,000.00 ","$250,000.00 ","$125,000.00 ",False,CHGOFF
341274,3380755009,"Coastal Bend Eye Center, P.A",CORPUS CHRISTI,TX,78404,AMER BANK NATL ASSOC,TX,621111,15-Apr-09,2009,77,4,2.0,0,4,0,1,N,N,,30-Jun-09,"$345,000.00 ",$0.00 ,$0.00 ,"$345,000.00 ","$310,500.00 ",False,P I F
410538,3966874000,Z & A INVESTMENTS INC,HURST,TX,76053,AMER BUS. LENDING INC.,TX,0,25-Sep-00,2000,269,3,2.0,3,3,1,1,0,N,21-Apr-08,31-Oct-00,"$1,400,000.00 ",$0.00 ,"$975,148.00 ","$1,400,000.00 ","$749,994.00 ",False,CHGOFF
781226,8276513007,ALEXANDRIA'S BRIDAL BOUTIQUE,WAKEFIELD,MA,1880,FIA CARD SERVICES NATL ASSOC,RI,448120,20-Apr-95,1995,28,4,2.0,0,0,1,0,N,Y,,31-Jul-95,"$40,000.00 ",$0.00 ,$0.00 ,"$40,000.00 ","$36,000.00 ",False,P I F
96541,1715965006,"Branford Tire & Repair, Inc.",BRANFORD,CT,6405,CITIZENS BANK NATL ASSOC,RI,441320,17-Mar-06,2006,84,3,2.0,0,3,0,2,N,N,10-Jan-11,31-Mar-06,"$200,000.00 ",$0.00 ,"$178,023.00 ","$200,000.00 ","$100,000.00 ",False,CHGOFF
487440,4691093000,TAURUS COMMUNICATIONS INC,ASHLAND,MA,1721,,,0,24-Jan-92,1992,88,9,1.0,0,0,1,0,N,N,,30-Apr-92,"$495,000.00 ",$0.00 ,$0.00 ,"$495,000.00 ","$405,900.00 ",False,P I F
685931,7096063001,EARTH CONSTRUCTION,OROFINO,ID,83544,WELLS FARGO BANK NATL ASSOC,SD,235930,10-Jun-94,1994,39,32,1.0,0,0,1,0,N,N,,31-Jul-94,"$160,000.00 ",$0.00 ,$0.00 ,"$160,000.00 ","$134,499.00 ",False,P I F
438367,4253614008,"VYF, INC",PHOENIX,AZ,85017,WELLS FARGO BANK NATL ASSOC,SD,484121,29-Jan-01,2001,88,32,1.0,6,26,1,1,0,N,3-Oct-11,28-Feb-01,"$748,000.00 ",$0.00 ,"$228,784.00 ","$748,000.00 ","$561,000.00 ",False,CHGOFF
143161,2046043005,HUTCHINSON GLASS,HOUSTON,TX,77069,WELLS FARGO BANK NATL ASSOC,SD,0,17-Sep-84,1984,60,5,2.0,0,0,0,0,N,N,6-Mar-89,2-Nov-84,"$45,000.00 ",$0.00 ,"$31,192.00 ","$45,000.00 ","$40,500.00 ",False,CHGOFF
674665,6910764007,CEDRIC E NEALEY FUNERAL HOME L,STONE MOUNTAIN,GA,30083,GULF COAST BK & TR CO,LA,812210,12-Nov-03,2004,220,1,2.0,7,1,1,1,0,N,,30-Jun-04,"$770,000.00 ",$0.00 ,$0.00 ,"$770,000.00 ","$577,500.00 ",False,P I F
326756,3263113003,"TAVERN, THE",BRATTLEBORO,VT,5301,CHITTENDEN TR COMPANY A DIVISI,VT,0,6-Jul-88,1988,94,30,1.0,0,0,0,0,N,N,3-Apr-91,31-Oct-88,"$130,000.00 ",$0.00 ,"$120,718.00 ","$130,000.00 ","$117,000.00 ",False,CHGOFF
176870,2262203010,D & W SUPPLY INC,AMARILLO,TX,79109,AMARILLO NATIONAL BANK,TX,0,26-Jun-85,1985,84,11,1.0,0,0,0,0,N,N,3-Aug-89,2-Aug-85,"$245,000.00 ",$0.00 ,"$93,387.00 ","$245,000.00 ","$196,000.00 ",False,CHGOFF
8011,1054466007,NUECES ELEVATOR COMPANY,CORPUS CHRISTI,TX,78413,AMER BANK NATL ASSOC,TX,811310,17-Feb-06,2006,30,2,2.0,1,2,1,1,0,N,,31-Mar-06,"$15,000.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$12,750.00 ",False,P I F
304825,3104103003,NINE STAR PRD-C/O RED BRADLEY,SLIPPERY ROCK,PA,16057,"DEL NORTE, INC. REFI",AK,512110,11-Jan-88,1988,168,1,1.0,0,0,0,0,N,N,12-Feb-03,25-Jan-88,"$280,000.00 ",$0.00 ,"$99,597.00 ","$280,000.00 ","$224,000.00 ",False,CHGOFF
199970,2410455010,The Chicken House,Middleborough,MA,2346,FIRST-CITIZENS BK & TR CO,CA,722110,23-Apr-07,2007,282,70,1.0,0,70,0,2,N,N,27-Apr-11,30-Apr-07,"$1,053,500.00 ",$0.00 ,"$854,696.00 ","$1,053,500.00 ","$790,125.00 ",False,CHGOFF
660546,6675294007,MICHAEL S COSSABOOM & JULIE C,ESCONDIDO,CA,92025,WELLS FARGO BANK NATL ASSOC,CA,811118,11-Sep-03,2003,85,3,1.0,1,7,1,1,0,N,,31-Oct-03,"$360,000.00 ",$0.00 ,$0.00 ,"$360,000.00 ","$270,000.00 ",False,P I F
181188,2290005009,United Export Sales Inc.,DEARBORN,MI,48126,JPMORGAN CHASE BANK NATL ASSOC,IL,423990,21-Feb-07,2007,72,1,2.0,1,1,0,1,Y,N,28-Mar-08,28-Feb-07,"$25,000.00 ",$0.00 ,"$24,906.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
244568,2724835009,MCQUAYS LAWN SERVICE LLC,ST. LOUIS,MO,63144,COMMERCE BANK,MO,561730,26-Sep-07,2007,79,1,2.0,1,1,0,1,N,N,20-May-11,31-Oct-07,"$60,900.00 ",$0.00 ,"$5,628.00 ","$60,900.00 ","$30,450.00 ",False,CHGOFF
596309,5905684008,ENDURON CORPORATION,THORNTOWN,IN,46071,UPS CAPITAL BUSINESS CREDIT,CT,332312,27-Nov-02,2003,70,22,1.0,0,0,1,1,N,N,,31-Dec-02,"$300,000.00 ",$0.00 ,$0.00 ,"$300,000.00 ","$225,000.00 ",False,P I F
366229,3557676001,FUDDRUCKERS,APPLETON,WI,54913,COMMUNITY FIRST CU,WI,722110,12-Nov-08,2009,99,50,2.0,47,3,32125,1,0,N,,31-Dec-08,"$674,000.00 ",$0.00 ,$0.00 ,"$674,000.00 ","$505,500.00 ",True,P I F
197464,2392675001,"Higher Grounds Trading Co., LL",Lake Leelanau,MI,49653,"PNC BANK, NATIONAL ASSOCIATION",OH,424490,13-Apr-07,2007,63,5,1.0,2,5,0,2,N,N,,31-May-07,"$62,100.00 ",$0.00 ,$0.00 ,"$62,100.00 ","$31,050.00 ",False,P I F
699541,7265971002,SUPERMERCADO DEL PUEBLO,VINELAND,NJ,8360,WELLS FARGO BANK NATL ASSOC,NC,0,4-May-76,1976,239,3,1.0,0,0,0,0,N,N,31-Jan-97,13-Sep-76,"$150,000.00 ",$0.00 ,"$22,929.00 ","$150,000.00 ","$135,000.00 ",False,CHGOFF
286421,2983143005,ST MICHEL SPRINGS LTD,MADISON,WI,53719,"M&I, A BRANCH OF",WI,422820,15-Sep-87,1987,91,4,1.0,0,0,0,0,N,N,5-Jul-90,22-Oct-87,"$195,000.00 ",$0.00 ,"$179,117.00 ","$195,000.00 ","$156,000.00 ",False,CHGOFF
348027,3425183006,"MEISNER ENTERPRISES, INC.",SAN ANTONIO,TX,78238,COMPASS BANK,AL,0,18-Apr-89,1989,71,100,1.0,0,0,0,0,N,N,6-Jun-91,31-Oct-89,"$175,000.00 ",$0.00 ,"$113,573.00 ","$175,000.00 ","$143,500.00 ",False,CHGOFF
507745,4915424010,PARK AVENUE PHYSICAL THERAPY P,HUNTINGTON,NY,11743,BANK OF AMERICA NATL ASSOC,RI,621340,17-Sep-01,2001,32,14,1.0,0,14,1,1,0,N,,31-Dec-04,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
522511,5061884008,UNCOMMON GROUNDS ROASTER,CHATTANOOGA,TN,37363,FIRST VOLUNTEER BANK,TN,311920,23-Nov-01,2002,62,1,1.0,0,0,1,2,0,Y,,31-Dec-01,"$44,200.00 ",$0.00 ,$0.00 ,"$45,000.00 ","$38,250.00 ",False,P I F
263065,2841055010,Great American Commercial Lend,OZONE PARK,NY,11416,JPMORGAN CHASE BANK NATL ASSOC,IL,531312,3-Dec-07,2008,60,9,1.0,0,9,0,1,N,N,11-Mar-10,31-Dec-07,"$25,000.00 ",$0.00 ,"$25,000.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
356889,3486724002,ZIEBART TIDY CAR,CHICAGO,IL,60630,BMO HARRIS BK NATL ASSOC,IL,811122,21-Dec-99,2000,42,3,1.0,0,0,91350,1,0,Y,,31-Mar-00,"$25,000.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$20,000.00 ",True,P I F
202872,2430405003,Napoli Marble & Granite Design,Seaford,NY,11783,"TD BANK, NATIONAL ASSOCIATION",DE,423390,2-May-07,2007,22,16,1.0,3,16,0,1,N,N,,31-May-07,"$200,000.00 ",$0.00 ,$0.00 ,"$200,000.00 ","$150,000.00 ",False,P I F
679978,7005924001,GENESIS THE COMPANY,HOUSTON,TX,77080,WELLS FARGO BANK NATL ASSOC,CA,423840,8-Dec-03,2004,58,4,1.0,0,4,1,1,Y,N,,31-Dec-05,"$15,380.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
795668,8492274008,OLYMPIC DAY SPA & MASSAGE CLIN,POULSBO,WA,98370,"READYCAP LENDING, LLC",CA,812990,19-Jan-05,2005,90,3,1.0,0,3,1,1,0,N,24-Sep-08,30-Apr-05,"$150,000.00 ",$0.00 ,"$134,101.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
517375,5001853001,"SUMMIT DINER, THE",KNOXVILLE,TN,37902,BRANCH BK. & TR CO,TN,0,2-Sep-92,1992,216,30,2.0,0,0,1,0,N,N,11-Mar-97,30-Apr-94,"$385,000.00 ",$0.00 ,"$39,450.00 ","$385,000.00 ","$306,000.00 ",False,CHGOFF
502728,4867144003,FOX VALLEY CHILDREN'S ACADEMY,GREENVILLE,WI,54942,THE BANK OF KAUKAUNA,WI,624410,28-Aug-01,2001,57,1,1.0,17,17,1,1,Y,N,,31-Dec-03,"$107,720.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$25,000.00 ",False,P I F
850163,9115993004,DONSCO,OCALA,FL,32678,BANK OF THE OZARKS,FL,321211,21-Mar-96,1996,124,31,1.0,0,0,1,0,N,N,1-Oct-01,31-Jul-96,"$900,000.00 ",$0.00 ,"$12,486.00 ","$900,000.00 ","$675,000.00 ",False,CHGOFF
836217,8969354006,FANTASTIC SAMS,ELK GROVE,CA,95757,STEARNS BK NATL ASSOC,MN,812112,6-Jul-05,2005,78,4,2.0,0,0,19755,1,0,Y,14-May-10,30-Sep-05,"$133,000.00 ",$0.00 ,"$98,874.00 ","$133,000.00 ","$113,050.00 ",True,CHGOFF
164733,2187355000,Intelligent Business Network S,ANTELOPE,CA,95843,U.S. BANK NATIONAL ASSOCIATION,OH,811212,20-Dec-06,2007,84,4,2.0,0,4,0,1,Y,N,11-May-12,31-Jan-07,"$63,483.00 ",$0.00 ,"$11,812.00 ","$20,000.00 ","$10,000.00 ",False,CHGOFF
692631,7181353010,CORNERSTONE CONST. OF LOCKP. I,LOCKPORT,NY,14094,KEYBANK NATIONAL ASSOCIATION,NY,0,23-Jun-94,1994,6,10,2.0,0,0,1,0,N,N,,31-Jul-94,"$110,000.00 ",$0.00 ,$0.00 ,"$110,000.00 ","$99,000.00 ",False,P I F
112567,1823393006,GLEN D & LINDA K MCELWAIN,BUTLER,MO,64730,COMMUNITY FIRST BANK,MO,0,16-Feb-84,1984,12,3,1.0,0,0,0,0,N,N,6-Mar-91,1-Mar-84,"$250,000.00 ",$0.00 ,"$210,380.00 ","$250,000.00 ","$210,000.00 ",False,CHGOFF
359495,3506193000,FOREIGN AUTO SPECIALTY,ROSEMEAD,CA,91770,UCALI BY FIRST SOUTHWESTERN,UT,811111,15-Aug-89,1989,242,2,1.0,0,0,1,0,N,N,8-Dec-99,31-Oct-89,"$424,000.00 ",$0.00 ,"$294,584.00 ","$424,000.00 ","$360,400.00 ",False,CHGOFF
506673,4904244009,PARADISE CREAMERY LLC,GERMANTOWN,TN,38139,FIRST BANK,TN,722211,13-Sep-01,2001,127,62,2.0,0,0,50954,1,N,N,29-Jun-09,30-Nov-04,"$505,500.00 ",$0.00 ,"$210,544.00 ","$511,250.00 ","$383,438.00 ",False,CHGOFF
313014,3159305004,"UNITED WOOD PRODUCTS, LLC",SAINT GEORGE,UT,84790,ZIONS FIRST NATIONAL BANK,UT,321911,17-Jul-08,2008,35,37,1.0,0,10,0,1,Y,N,13-Sep-12,31-Jul-08,"$299,382.00 ",$0.00 ,"$192,993.00 ","$200,000.00 ","$100,000.00 ",False,CHGOFF
66864,1504825010,Software Tool Group LLC,PORTLAND,OR,97213,BANK OF AMERICA NATL ASSOC,NC,541512,19-Oct-05,2006,72,1,1.0,0,1,0,1,Y,N,,31-Mar-06,"$15,000.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
301076,3081255001,"Lexco Home Construction, Inc.",MOHAVE VALLEY,AZ,86440,JPMORGAN CHASE BANK NATL ASSOC,IL,236116,7-May-08,2008,60,1,1.0,1,1,0,1,Y,N,16-Jul-10,31-May-08,"$42,050.00 ",$0.00 ,"$25,000.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
84282,1628245004,Design Decor,Burlington,WA,98233,HERITAGE BANK,WA,423220,24-Jan-06,2006,83,15,1.0,0,15,0,2,N,N,27-Apr-09,31-Jan-06,"$150,000.00 ",$0.00 ,"$131,580.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
599661,5947814008,"LAMARTECH, LLC",HAVERHILL,MA,1830,PENTUCKET BANK,MA,541513,16-Dec-02,2003,66,13,1.0,0,0,1,1,N,N,22-Mar-07,31-Dec-02,"$150,000.00 ",$0.00 ,"$59,701.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
83528,1622155000,"B.B.N.Y. Trading, Inc.",HACKENSACK,NJ,7601,BANK OF AMERICA NATL ASSOC,NC,424990,19-Jan-06,2006,0,8,1.0,0,8,0,1,Y,N,19-Feb-13,31-Jan-06,"$197,225.00 ",$0.00 ,"$18,377.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
234104,2655725006,SISUN DESIGN CORP.,NORTH BERGEN,NJ,7047,"PNC BANK, NATIONAL ASSOCIATION",DE,541890,23-Aug-07,2007,81,4,1.0,2,4,0,1,N,N,23-Dec-10,31-Aug-07,"$113,902.00 ",$0.00 ,"$45,322.00 ","$46,000.00 ","$23,000.00 ",False,CHGOFF
236798,2673056006,JOAQUIN MFG CORP,COMMERCE CITY,CO,80022,WELLS FARGO BANK NATL ASSOC,SD,332311,14-Feb-07,2007,28,40,1.0,0,40,1,1,Y,N,,31-May-07,"$300,000.00 ",$0.00 ,$0.00 ,"$200,000.00 ","$100,000.00 ",False,P I F
61632,1465626001,BMW EDUCATION LLC,NEW BERLIN,WI,53146,FIRST BANK FINANCIAL CENTRE,WI,611699,24-Mar-06,2006,61,89,1.0,2,89,39598,2,0,N,18-Apr-11,30-Apr-06,"$150,000.00 ",$0.00 ,"$103,412.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
683258,7055134009,PERRINE TRAILER HITCH,MIAMI,FL,33157,CAPITAL ONE NATL ASSOC,VA,441229,19-Dec-03,2004,60,3,1.0,0,3,1,1,0,N,,31-Jan-04,"$30,000.00 ",$0.00 ,$0.00 ,"$30,000.00 ","$15,000.00 ",False,P I F
206736,2458595005,"Bhuiyan, Inc.",Austell,GA,30106,SUNTRUST BANK,GA,445110,16-May-07,2007,81,7,1.0,12,7,0,1,N,N,13-Apr-11,31-May-07,"$225,000.00 ",$0.00 ,"$202,088.00 ","$225,000.00 ","$112,500.00 ",False,CHGOFF
641584,6400864002,INNOVATIVE DECISIONS INC,TURTLE CREEK (WESTINGHOUSE),PA,15145,"PNC BANK, NATIONAL ASSOCIATION",DE,541512,12-Jun-03,2003,6,36,1.0,0,36,1,1,Y,N,,31-Jul-03,"$92,000.00 ",$0.00 ,$0.00 ,"$87,000.00 ","$43,500.00 ",False,P I F
606692,6023584005,"ABUNDANCE BEAUTY CENTER, INC",LANSING,IL,60438,FIRST MIDWEST BANK,IN,812112,15-Jan-03,2003,95,4,2.0,0,0,1,2,0,Y,25-Apr-06,31-Jan-03,"$66,616.00 ",$0.00 ,"$38,736.00 ","$66,616.00 ","$56,623.00 ",False,CHGOFF
203880,2437796003,"ALSHAM SUPERMARKET, LLC",COLUMBIA FALLS,ME,4623,"READYCAP LENDING, LLC",CA,445110,26-Sep-06,2006,150,65,1.0,15,50,1,1,0,N,24-Dec-13,31-Oct-06,"$1,757,000.00 ",$0.00 ,"$1,456,722.00 ","$1,757,000.00 ","$1,317,750.00 ",False,CHGOFF
10388,1073104007,"ROCKHILL INDUSTRIES, INC.",ALLIANCE,OH,44601,"PNC BANK, NATIONAL ASSOCIATION",DE,333314,28-Mar-97,1997,16,39,1.0,0,0,1,0,N,N,31-Dec-02,31-May-97,"$325,000.00 ",$0.00 ,"$160,721.00 ","$325,000.00 ","$243,750.00 ",False,CHGOFF
837660,8982173009,COVENTRY FURNITURE MFG. INC.,EL PASO,TX,79936,COMPASS BANK,TX,337121,5-Feb-96,1996,43,17,1.0,0,0,1,0,N,N,,30-Sep-96,"$50,000.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$37,500.00 ",False,P I F
310366,3140566008,CENTURY STAR TRADING CORP,BAYSIDE,NY,11361,"MILLENNIUM BCPBANK, N.A.",NJ,424990,24-Jan-08,2008,35,5,1.0,0,4,1,1,Y,N,27-Apr-12,30-Apr-09,"$172,317.00 ",$0.00 ,"$98,973.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
667262,6773404007,TIMBERCREST DENTAL CENTER SC,APPLETON,WI,54911,ASSOCIATED BANK NATL ASSOC,WI,621210,8-Oct-03,2004,80,7,1.0,0,7,1,1,0,N,,31-Mar-04,"$324,500.00 ",$0.00 ,$0.00 ,"$332,000.00 ","$249,000.00 ",False,P I F
507842,4916254009,FALCONS INT'L LIMITED,WHEATON,IL,60187,BMO HARRIS BK NATL ASSOC,IL,422310,18-Sep-01,2001,22,1,1.0,0,0,1,1,Y,N,,31-Dec-01,"$147,300.00 ",$0.00 ,$0.00 ,"$350,000.00 ","$315,000.00 ",False,P I F
